DATE,AAPL,ABBV,ALV,AMGN,AMZN,BA,BHP,BKH,BP,BSAC,C,CSCO,CVX,DD,DIS,GE,GOOG,GSK,IBM,INTC,JNJ,JPM,KO,MA,MCD,META,MMM,MRK,MSFT,NVDA,ORCL,PEP,PFE,PG,PM,ROG,RY,SAN,TM,TSM,TTE,V,WMT,XOM
2022-06-03,145.38,147.17,79.0,248.45,2447.0,139.25,67.1,75.56,32.98,20.19,51.33,45.25,177.60001,66.92,108.67,76.97,2291.28003,42.72,141.17999,43.39,176.42,130.16,62.97,357.82001,248.36,190.78,145.97,89.91,270.01999,187.2,71.79,164.85001,53.2,145.89,105.52,264.60999,104.77,3.16,164.81,93.77,58.77,212.64999,125.32,99.09
2022-06-06,146.14,146.53,81.1,245.44,124.79,139.24001,66.78,76.31,33.1,19.7,51.4,45.33,176.83,67.67,107.83,77.0,2340.20996,42.81,142.88,43.34,176.39999,129.73,62.87,360.14001,248.07001,194.25,146.21001,89.84,268.75,187.86,72.97,165.53999,53.26,145.32001,106.37,261.76999,105.33,3.21,165.58,93.11,59.49,212.94,124.87,98.84
2022-06-07,148.71001,149.14,80.91,246.41,123.0,140.82001,69.21,77.07,34.19,19.49,52.1,45.57,180.2,67.97,107.79,78.0,2344.59009,44.25,142.78,43.53,178.34,130.07001,63.25,364.01999,248.94,195.64999,146.87,90.48,272.5,189.25999,72.69,166.56,53.96,146.94,106.28,261.29001,106.26,3.21,166.25,93.84,60.34,214.5,123.37,103.37
2022-06-08,147.96001,149.25,80.52,245.48,121.18,139.63,67.59,75.83,34.12,19.3,51.41,44.92,181.13,67.64,107.34,77.16,2344.76001,44.2,140.83,41.23,177.28,128.0,62.89,362.32999,245.61,196.64,145.42,89.48,270.41,186.48,71.38,165.73,53.47,145.11,103.54,260.26001,105.1,3.15,165.35001,93.47,61.15,213.5,122.3,104.59
2022-06-09,142.64,145.42999,78.69,241.75,116.15,133.73,65.28,74.19,33.52,19.03,49.97,44.26,177.52,66.12,103.3,74.78,2298.36011,43.04,137.96001,40.01,173.71001,125.31,61.8,349.0,242.16,184.0,144.17999,88.0,264.79001,180.48,69.22,162.78,51.78,142.49001,101.69,260.78,103.05,3.01,164.50999,90.85,59.16,206.11,121.02,102.33
2022-06-10,137.13,143.2,75.74,240.00999,109.65,127.0,63.48,74.4,32.46,18.48,47.71,43.49,175.39999,63.53,99.4,71.23,2228.55005,43.8,136.19,39.18,172.55,119.55,61.41,334.75,237.38,175.57001,137.64999,87.18,252.99001,169.74001,67.14,162.52,49.97,141.95,102.33,259.91,100.61,2.83,161.3,88.68,57.72,199.50999,121.7,100.46
2022-06-13,131.88,139.42,71.2,236.77,103.67,115.86,60.81,70.96,31.22,17.68,45.69,43.24,167.33,60.87,95.71,67.72,2137.53003,42.5,135.11,37.77,170.81,115.99,61.34,319.73999,238.47,164.25999,136.37,85.0,242.25999,156.47,64.05,159.74001,47.91,138.14999,98.5,255.34,98.26,2.72,155.5,85.55,55.78,192.25999,119.41,95.85
2022-06-14,132.75999,137.62,70.42,235.7,102.31,122.16,59.97,69.24,30.86,17.81,45.96,42.91,167.55,60.37,94.22,68.05,2143.87988,41.24,135.72,37.93,168.19,114.06,59.23,322.14001,238.75999,163.73,135.25,84.5,244.49001,158.36,70.72,156.12,47.92,133.84,98.97,253.44,97.26,2.7,155.16,87.19,55.75,193.52,119.46,96.1
2022-06-15,135.42999,138.09,72.26,235.58,107.67,133.72,61.95,69.75,31.02,18.13,47.58,43.8,164.25999,60.35,95.88,69.1,2207.81006,41.95,137.06,38.65,169.99001,115.41,59.67,325.39001,238.89999,169.35001,134.33,84.63,251.75999,165.27,69.7,157.78999,48.51,132.50999,98.21,256.04999,98.2,2.81,156.75,89.13,55.96,196.16,119.38,94.89
2022-06-16,130.06,139.14999,66.89,230.71001,103.66,133.36,60.21,68.43,29.58,17.78,46.89,43.32,155.48,56.78,94.28,65.29,2132.71997,41.64,135.67,37.34,170.08,113.43,59.07,308.78,235.19,160.87,130.94,84.89,244.97,156.00999,68.71,157.03,47.48,133.32001,98.27,257.07999,96.48,2.75,154.46001,84.52,53.88,189.05,120.62,91.39
2022-06-17,131.56,138.28,69.05,234.72,106.22,136.8,57.76,66.81,27.76,17.53,46.52,43.39,148.38,56.29,94.34,66.0,2157.31006,41.27,135.02,36.97,169.46001,113.03,59.43,310.69,234.38,163.74001,129.84,84.62,247.64999,158.8,67.72,157.06,46.53,132.36,97.95,259.38,95.59,2.82,153.95,85.0,51.3,190.00999,118.29,86.12
2022-06-21,135.87,143.47,75.42,238.41,108.68,136.75,57.72,67.77,29.12,17.83,47.96,44.14,154.59,56.86,93.29,65.75,2240.30005,41.77,137.85001,37.73,173.00999,115.83,60.7,317.39999,239.59,157.05,130.00999,88.03,253.74001,165.66,67.68,160.71001,48.11,136.37,100.1,259.17001,97.83,2.9,159.09,86.95,53.2,194.39,122.17,91.48
2022-06-22,135.35001,147.56,74.91,240.14,108.95,137.16,55.61,69.06,28.09,17.17,47.2,43.57,147.87,55.91,93.5,64.54,2240.67993,41.97,137.08,37.38,175.74001,115.18,61.15,316.14999,243.06,155.85001,130.39999,89.16,253.13,163.60001,66.53,162.03,49.07,138.5,99.18,259.57999,96.74,2.92,159.14,84.91,51.7,193.82001,120.69,87.86
2022-06-23,138.27,149.45,74.36,243.09,112.44,133.97,54.75,70.17,27.36,16.39,46.35,42.93,142.42999,55.35,94.3,64.07,2253.68994,42.75,138.44,37.41,179.66,113.92,61.88,316.76001,243.58,158.75,130.14999,92.0,258.85999,162.25,67.63,164.10001,50.09,142.3,101.57,260.14001,94.97,2.86,157.52,84.12,50.16,196.64,123.62,85.21
2022-06-24,141.66,152.34,76.97,245.37,116.46,141.53,56.32,71.49,28.23,16.2,47.86,44.1,144.77,58.55,97.78,67.08,2370.76001,43.69,142.06,38.61,182.28999,117.32,63.04,330.5,247.89999,170.16,134.33,93.13,267.70001,171.25999,70.7,166.13,51.59,144.35001,103.4,259.53,96.48,2.91,159.08,85.92,52.34,205.50999,123.72,86.9
2022-06-27,141.66,153.14,76.86,244.85001,113.22,138.72,57.68,73.1,28.7,16.7,47.83,43.77,147.57001,57.57,96.61,66.71,2332.44995,43.7,142.8,38.63,182.12,116.38,62.91,328.82999,247.03,169.49001,132.8,94.41,264.89001,168.69,70.41,166.35001,51.88,143.25,102.71,260.5,96.86,2.91,156.53,85.86,52.73,203.56,124.12,89.03
2022-06-28,137.44,152.49001,76.89,243.50999,107.4,138.7,58.19,73.2,29.07,16.61,47.21,43.06,149.94,57.33,95.92,65.88,2251.42993,43.35,141.86,37.78,176.94,115.82,62.28,318.29001,242.83,160.67999,130.33,91.89,256.48001,159.82001,68.58,164.00999,50.66,140.92,102.44,259.32999,97.31,2.88,157.11,84.34,53.3,198.12,122.37,91.5
2022-06-29,139.23,154.14,74.34,245.42999,108.92,138.45,58.19,72.44,28.77,16.4,47.1,42.88,146.98,56.33,95.65,63.69,2245.12988,43.77,140.71001,37.29,176.99001,115.3,62.73,322.59,247.74001,163.94,129.77,92.51,260.26001,155.42,69.21,166.73,50.94,142.2,100.87,260.03,97.68,2.85,155.67,83.65,52.97,199.5,121.92,88.12
2022-06-30,136.72,153.16,71.57,243.3,106.21,136.72,56.18,72.77,28.35,16.29,45.99,42.64,144.78,55.58,94.4,63.67,2187.44995,43.53,141.19,37.41,177.50999,112.61,62.91,315.48001,246.88,161.25,129.41,91.17,256.82999,151.59,69.87,166.66,52.43,143.78999,98.74,262.09,96.82,2.8,154.17,81.75,52.64,196.89,121.58,85.64
2022-07-01,138.92999,153.8,72.69,245.55,109.56,139.84,54.13,75.59,28.28,16.45,46.87,42.6,146.50999,54.75,96.14,63.54,2181.62012,43.75,141.12,36.34,179.52,114.05,64.38,318.23999,252.96001,160.03,128.49001,92.42,259.57999,145.23,70.87,169.39,52.31,146.11,99.72,261.0,97.45,2.82,155.47,77.0,52.83,199.17999,122.63,87.55
2022-07-05,141.56,153.92999,71.37,246.73,113.5,137.7,52.94,71.39,27.15,15.7,46.61,41.96,142.66,54.18,97.18,62.03,2277.73999,43.3,137.62,36.69,178.14,112.62,63.28,319.26001,252.28999,168.19,129.21001,92.64,262.85001,149.64,71.99,169.00999,51.64,144.7,98.08,261.29001,95.77,2.7,154.67,76.11,51.15,200.53999,124.25,84.81
2022-07-06,142.92,152.53,71.07,245.25,114.33,136.31,52.5,72.36,26.72,15.24,46.15,42.69,140.78,54.98,96.08,61.57,2304.27002,43.11,138.08,36.99,178.3,111.89,63.41,320.17001,251.46001,169.77,129.84,93.13,266.20999,151.3,71.66,170.7,52.75,146.05,95.0,263.0,96.25,2.61,152.83,75.56,49.06,201.12,125.13,83.28
2022-07-07,146.35001,152.0,75.72,247.42,116.33,139.97,54.14,71.28,27.78,15.39,46.93,43.22,143.52,56.36,97.43,63.0,2386.12012,43.32,140.83,38.14,178.5,114.72,62.91,324.07001,252.94,172.19,130.05,93.01,268.39999,158.58,71.83,170.36,53.42,146.0,94.99,263.42001,98.24,2.66,157.14999,80.65,50.28,202.8,125.32,85.94
2022-07-08,147.03999,152.85001,76.03,248.48,115.54,139.07001,52.99,71.14,27.84,15.23,46.82,43.39,142.77,55.44,95.86,63.25,2403.37012,42.34,140.47,37.99,178.28,114.36,63.14,323.06,253.24001,170.88,128.72,92.78,267.66,158.38,71.87,171.88,53.17,145.02,93.89,262.67999,98.42,2.66,156.75999,81.51,50.13,203.57001,125.4,86.08
2022-07-11,144.87,153.23,73.84,247.78,111.75,136.99001,51.12,71.9,27.46,14.81,46.19,43.25,141.50999,54.89,93.64,61.91,2330.44995,42.27,141.0,37.2,178.35001,112.86,62.94,324.19,253.28,162.88,129.00999,94.3,264.51001,151.52,71.57,170.47,52.89,146.03999,93.23,260.0,97.92,2.58,155.17,79.11,49.45,205.06,125.45,85.64
2022-07-12,145.86,152.46001,75.78,246.97,109.22,147.14999,50.19,71.3,26.88,14.44,46.13,42.86,138.92,55.54,93.6,63.02,2296.98999,41.44,139.17999,37.21,175.85001,112.97,62.67,322.85999,251.48,163.27,130.2,93.6,253.67,150.82001,70.41,169.5,52.04,144.75,93.8,259.0,98.01,2.43,155.42999,79.1,48.35,204.82001,125.07,84.5
2022-07-13,145.49001,152.14999,73.68,247.09,110.4,143.95,50.29,71.17,27.01,14.42,45.5,42.7,137.99001,54.86,92.94,62.01,2243.73999,40.92,137.17999,37.21,175.44,111.91,62.38,323.37,252.67,163.49001,128.37,93.77,252.72,151.64,70.03,170.10001,51.79,145.7,90.65,261.92999,97.38,2.43,155.44,81.29,48.98,204.14999,125.37,84.84
2022-07-14,148.47,150.44,72.35,245.59,110.63,147.14999,48.24,71.43,26.02,13.97,44.14,42.33,135.94,53.49,91.84,61.09,2228.80005,40.22,139.06,37.71,175.67999,108.0,62.18,325.03,252.60001,158.05,128.31,93.88,254.08,153.72,69.45,170.98,51.39,145.27,89.62,263.29001,91.09,2.31,153.14,83.67,46.3,205.91,127.82,83.14
2022-07-15,150.17,153.62,74.45,248.69,113.55,147.74001,49.27,72.38,26.66,14.99,49.98,43.07,137.64999,54.6,95.2,62.86,2255.34009,41.25,139.92,38.62,178.23,112.95,62.5,332.57001,255.00999,164.7,130.13,94.96,256.72,157.62,70.74,171.12,51.75,145.07001,90.18,264.0,91.12,2.34,156.7,85.63,47.93,210.03999,129.07001,84.54
2022-07-18,147.07001,149.57001,75.63,243.84,113.76,147.72,50.67,71.54,27.33,15.33,50.07,42.6,139.58,54.36,95.7,63.68,109.91,40.41,138.13,38.71,174.23,111.79,61.65,331.01001,252.42,167.23,128.91,92.34,254.25,161.00999,70.21,168.25999,50.75,143.31,89.51,263.53,93.07,2.4,156.75,83.58,49.17,207.21001,128.77,86.1
2022-07-19,151.0,149.74001,79.87,247.32001,118.21,156.13,50.87,72.5,28.06,15.96,52.13,44.03,144.61,56.56,99.61,66.74,114.62,43.91,130.88,40.22,171.69,114.56,62.53,340.38,256.5,175.78,132.13,92.36,259.53,169.92,72.24,170.06,51.37,144.03999,91.43,266.01001,95.78,2.54,160.42,86.15,50.79,213.66,129.56,88.27
2022-07-20,153.03999,147.69,80.02,246.63,122.77,158.38,50.86,70.61,28.14,15.68,52.45,44.13,146.52,57.11,103.35,67.89,114.7,41.6,129.17999,40.56,170.71001,114.54,61.5,341.26999,254.58,183.09,133.00999,89.65,262.26999,178.07001,72.59,168.25999,50.82,141.55,89.83,268.10999,96.06,2.44,157.89999,86.56,50.21,213.37,130.64,89.24
2022-07-21,155.35001,147.75,81.43,245.78,124.63,161.41,50.76,70.47,27.78,15.49,52.59,44.58,145.39999,57.74,104.18,68.13,115.04,41.98,127.15,40.61,171.31,115.32,61.36,346.92001,253.47,183.17,133.95,90.14,264.84,180.5,74.54,168.50999,51.12,140.77,93.59,268.60001,96.4,2.48,159.17999,87.79,49.28,216.19,132.55,87.75
2022-07-22,154.09,148.47,82.05,245.95,122.42,158.16,51.09,71.54,27.55,15.42,51.91,44.46,144.19,57.26,102.72,68.19,108.36,42.29,128.25,39.2,172.12,114.76,61.59,343.88,253.99001,169.27,134.12,90.11,260.35999,173.19,74.9,169.61,51.23,143.02,95.93,267.89001,95.74,2.45,160.3,86.32,49.3,213.7,132.21001,87.08
2022-07-25,152.95,150.22,83.49,248.72,121.14,156.64,52.82,73.53,28.12,15.59,52.16,44.34,148.48,58.03,102.69,68.36,108.21,42.16,128.53999,39.16,172.46001,115.22,62.19,344.20999,250.38,166.64999,134.12,90.53,258.82999,170.24001,74.86,169.85001,51.77,143.99001,95.84,268.95001,95.9,2.48,159.42,86.3,50.48,214.27,132.02,89.98
2022-07-26,151.60001,150.87,82.41,251.14,114.81,155.92,52.72,74.79,28.07,15.73,51.4,43.83,147.32001,57.68,99.78,71.51,105.44,42.52,128.08,38.96,173.67999,113.42,63.21,341.28,257.09,159.14999,140.75,91.29,251.89999,165.33,74.03,171.83,52.3,144.27,96.53,267.98999,94.55,2.44,158.06,84.42,49.66,212.49001,121.98,89.63
2022-07-27,156.78999,151.14999,84.89,251.72,120.97,156.09,53.44,74.39,28.76,16.0,52.35,44.64,149.25999,59.43,103.5,71.58,113.6,43.54,129.12,40.18,173.2,115.24,63.01,343.26999,258.89001,169.58,138.86,91.23,268.73999,177.89999,75.87,171.59,51.95,145.64,96.96,269.29999,95.68,2.52,160.05,87.63,50.83,210.47,126.59,91.57
2022-07-28,157.35001,149.75,86.47,249.75,122.28,159.09,54.02,76.41,28.47,15.87,52.23,45.62,150.39,60.13,104.9,73.14,114.59,42.93,129.22,39.71,174.2,114.81,64.06,352.45001,263.45999,160.72,140.37,89.94,276.41,179.84,77.04,174.84,50.72,148.06,97.17,269.54999,96.53,2.45,159.50999,88.61,48.96,211.35001,129.75,92.64
2022-07-29,162.50999,143.50999,86.0,247.47,134.95,159.31,55.04,77.2,29.38,15.64,51.9,45.37,163.78,61.23,106.1,73.91,116.64,42.17,130.78999,36.31,174.52,115.36,64.17,353.79001,263.37,159.10001,143.24001,89.34,280.73999,181.63,77.84,174.96001,50.51,138.91,97.15,269.25,97.51,2.47,162.59,88.48,51.06,212.11,132.05,96.93
2022-08-01,161.50999,140.22,85.19,245.64,135.39,169.07001,54.19,76.22,29.05,15.75,51.92,45.28,160.50999,60.2,106.22,75.8,115.48,41.63,132.03999,36.96,173.91,114.21,64.52,350.54001,264.23001,159.92999,143.36,88.53,278.01001,184.41,77.44,176.95,50.61,142.89999,98.48,267.5,97.26,2.44,166.77,86.31,50.55,211.36,132.53999,94.48
2022-08-02,160.00999,140.39,83.76,243.91,134.16,163.28,53.02,75.72,29.36,15.27,50.75,44.92,159.14,58.57,104.71,74.36,115.9,41.18,131.81,36.01,172.92,112.43,63.64,349.01001,261.04999,160.19,141.75,87.61,274.82001,185.25999,76.35,175.49001,49.69,141.95,98.65,266.98999,96.49,2.38,163.66,86.05,48.86,206.25999,132.67999,94.07
2022-08-03,166.13,141.2,85.06,247.14,139.52,166.64,53.25,76.13,29.69,15.21,51.61,45.71,155.36,58.15,109.02,74.74,118.78,40.82,132.34,36.52,174.59,113.61,63.92,354.13,262.09,168.8,143.49001,87.62,282.47,188.92999,77.37,176.83,49.86,144.88,98.81,267.76999,98.36,2.47,163.13,86.51,49.25,208.48,130.5,91.02
2022-08-04,165.81,138.92,81.11,246.98,142.57001,166.5,53.13,75.03,29.35,15.35,51.26,45.38,151.14,58.57,108.12,73.67,118.87,40.6,131.64,35.66,171.78999,112.36,63.67,356.07001,260.64001,170.57001,148.12,86.82,283.64999,192.14999,77.4,175.87,49.86,144.64999,98.0,266.20001,98.37,2.48,156.66,88.42,49.44,213.47,125.57,87.19
2022-08-05,165.35001,138.03999,78.64,246.25,140.8,165.03999,54.4,74.4,29.66,15.73,51.66,45.01,153.64,58.88,106.63,74.36,118.22,40.57,132.48,35.39,171.11,115.76,63.38,357.51001,259.23001,167.11,147.41,87.41,282.91,189.89,77.35,174.55,49.27,144.72,97.6,269.10001,97.77,2.52,157.31,89.77,49.68,215.87,126.58,88.45
2022-08-08,164.87,140.34,81.29,247.28999,139.41,165.89,54.38,74.66,30.16,16.05,51.47,45.02,153.41,59.33,109.11,75.18,118.14,40.31,132.61,35.38,170.2,114.35,62.97,352.16,256.79999,170.25,148.48,88.49,280.32001,177.92999,76.47,173.85001,49.57,145.27,97.64,266.54999,96.9,2.54,156.2,87.94,50.71,213.32001,127.61,88.95
2022-08-09,164.92,140.25,80.01,248.36,137.83,164.85001,53.9,76.18,30.57,15.8,52.09,44.92,155.41,58.64,108.13,74.93,117.5,40.03,129.47,34.52,170.17999,115.38,63.05,346.54001,260.06,168.53,147.84,89.52,282.29999,170.86,76.77,174.5,49.78,144.92999,97.37,266.22,96.36,2.58,152.94,85.21,51.83,210.25999,128.87,90.59
2022-08-10,169.24001,140.94,83.21,252.09,142.69,169.02,54.93,76.86,30.8,16.13,53.19,46.02,155.82001,60.74,112.43,77.14,120.65,38.3,131.5,35.37,170.67,118.39,63.65,353.38,261.35999,178.34,149.38,89.19,289.16,180.97,77.54,175.94,49.95,146.3,98.13,268.0,98.45,2.66,157.89,88.67,52.44,212.10001,129.14,91.45
2022-08-11,168.49001,142.08,84.34,248.35001,140.64,167.88,55.35,75.93,31.42,16.5,54.0,45.9,159.62,62.18,117.69,78.9,119.82,35.73,132.53999,35.59,167.14,120.14,63.22,350.57999,259.28,177.49001,149.66,88.93,287.01999,179.42,77.16,175.03999,48.29,145.25999,99.47,267.32001,99.34,2.68,158.60001,89.52,53.73,211.08,129.82001,93.19
2022-08-12,172.10001,142.60001,85.24,248.39,143.55,169.99001,55.76,77.8,31.67,17.02,54.38,46.61,159.85001,62.7,121.57,79.93,122.65,36.03,134.00999,36.11,165.3,122.13,63.7,354.26999,262.17999,180.5,152.24001,91.02,291.91,187.09,79.15,177.33,50.11,146.67,99.24,269.10001,100.26,2.71,161.31,90.86,54.02,211.33,132.22,94.0
2022-08-15,173.19,142.28999,84.1,251.08,143.17999,170.47,54.74,78.32,30.96,16.69,54.07,46.59,156.81,62.7,124.26,79.81,122.88,34.95,134.92999,36.34,166.09,122.46,64.5,359.95001,265.44,180.89,151.42999,90.6,293.47,190.32001,79.11,179.28,49.75,148.56,101.0,269.67999,99.54,2.67,160.46001,91.57,51.86,216.42,132.60001,92.32
2022-08-16,173.03,142.55,85.48,253.14999,144.78,172.08,57.97,78.84,30.93,16.71,54.18,46.77,156.41,62.68,124.96,81.07,122.51,35.26,136.56,36.19,167.57001,123.63,65.03,359.25,266.29001,179.47,150.25999,90.59,292.70999,188.78999,79.52,180.32001,49.86,149.92999,101.72,269.64999,100.7,2.69,159.42,89.95,52.65,217.14,139.37,91.46
2022-08-17,174.55,141.44,82.18,250.58,142.10001,167.2,56.55,78.74,31.29,16.39,53.76,46.66,157.7,61.95,122.81,79.92,120.32,34.7,137.78999,35.78,167.58,122.59,64.88,355.32999,266.82001,174.85001,147.42999,91.04,291.32001,183.35001,79.25,180.22,49.27,149.24001,101.17,269.5,100.0,2.64,160.77,89.2,52.62,214.52,139.52,92.2
2022-08-18,174.14999,141.28999,84.4,249.7,142.3,168.69,57.13,79.0,31.92,15.6,53.55,49.37,159.02,61.95,122.67,79.21,120.86,34.25,139.07001,36.2,166.77,121.64,65.22,357.35999,266.57999,174.66,146.67999,91.4,290.17001,187.73,79.32,180.39999,48.58,149.77,100.5,269.35001,100.21,2.63,159.13,89.27,53.65,215.25,139.07001,94.38
2022-08-19,171.52,141.85001,81.99,250.86,138.23,162.92,56.75,79.16,31.51,14.91,52.61,48.7,157.69,60.48,120.14,77.72,118.12,34.06,138.37,35.38,169.31,118.63,65.17,354.28,266.54001,167.96001,145.2,92.08,286.14999,178.49001,78.66,180.17,49.15,149.73,100.13,266.17999,99.3,2.52,156.46001,87.2,53.02,212.82001,137.02,94.08
2022-08-22,167.57001,140.34,76.64,246.89999,133.22,158.98,57.31,78.6,31.71,15.06,51.25,47.71,156.89999,58.26,115.94,74.78,115.07,34.05,135.55,33.84,167.59,116.67,64.2,345.51001,262.95001,163.05,141.59,91.16,277.75,170.34,76.46,178.45,48.9,149.33,98.29,264.79001,97.8,2.47,154.32001,85.24,53.01,208.61,134.57001,94.01
2022-08-23,167.23,139.02,79.34,244.47,133.62,160.07001,58.79,77.73,32.55,15.33,50.95,47.41,161.99001,59.37,114.86,76.1,114.77,33.73,134.74001,33.95,166.13,115.52,64.27,340.89001,260.54001,161.11,141.75,90.2,276.44,171.81,76.41,178.37,48.01,146.45,97.8,252.75999,97.52,2.48,153.48,86.03,54.73,206.8,134.0,98.0
2022-08-24,167.53,137.91,79.84,244.49001,133.8,163.60001,58.15,77.42,32.29,15.37,51.01,47.07,163.19,59.34,116.41,76.74,114.7,33.53,133.23,33.86,165.58,115.8,64.36,339.70999,260.85999,163.25999,141.03999,90.01,275.79001,172.22,76.17,179.25999,47.43,145.82001,97.64,252.57001,95.01,2.47,154.5,85.56,53.65,206.67,134.97,98.58
2022-08-25,170.03,139.33,81.67,245.67999,137.28,169.38,59.93,78.41,32.67,15.75,52.06,47.27,164.62,60.59,117.46,78.14,117.7,33.73,133.98,34.89,167.13,118.55,64.67,344.67001,262.56,168.78,142.75999,90.27,278.85001,179.13,76.89,179.27,47.9,145.7,98.19,254.7,97.34,2.46,156.0,87.57,53.98,209.82001,135.87,99.09
2022-08-26,163.62,136.35001,78.28,240.64999,130.75,164.53,58.88,78.02,32.33,15.68,49.78,45.89,163.41,57.82,114.07,75.27,111.3,33.19,130.38,33.36,164.27,114.67,63.11,331.95999,256.95001,161.78,129.14,89.26,268.09,162.60001,74.65,175.03999,46.82,142.28999,96.55,254.56,95.85,2.37,151.77,84.74,53.75,202.89,131.60001,97.87
2022-08-29,161.38,135.71001,78.59,239.38,129.78999,165.42,57.86,77.92,32.47,15.94,49.37,45.71,164.63,57.94,113.53,76.05,110.34,33.11,130.31,32.94,163.0,114.39,62.73,329.35001,255.66,159.17,126.44,87.59,265.23001,158.00999,74.19,174.49001,46.23,141.69,96.24,253.14999,96.17,2.43,151.77,82.85,54.44,202.33,132.88,100.12
2022-08-30,158.91,135.55,78.66,239.12,128.73,162.21001,55.4,76.5,31.42,16.27,49.08,45.24,160.62,57.1,112.43,75.13,109.91,32.96,129.58,32.26,162.42999,114.41,62.15,327.81,253.49001,157.16,124.86,86.88,262.97,154.67999,74.14,172.99001,45.85,140.17999,95.49,253.71001,94.03,2.46,150.17,82.79,52.07,201.38,132.48,96.31
2022-08-31,157.22,134.46001,77.79,240.3,126.77,160.25,54.89,75.48,30.84,16.04,48.81,44.72,158.06,55.64,112.08,73.44,109.15,32.48,128.45,31.92,161.34,113.73,61.71,324.37,252.28,162.92999,124.35,85.36,261.47,150.94,74.15,172.27,45.23,137.94,95.49,250.52,93.04,2.41,149.37,83.35,50.51,198.71001,132.55,95.59
2022-09-01,157.96001,138.45,76.79,245.5,127.82,153.66,49.88,76.42,30.59,15.87,48.75,45.29,155.53999,55.23,112.53,73.08,110.55,31.69,129.66,31.76,165.34,114.51,62.0,325.25,256.47,165.36,125.63,87.15,260.39999,139.37,75.3,172.85001,46.63,139.64,96.48,250.32001,92.65,2.38,146.8,81.64,49.89,200.13,134.48,93.87
2022-09-02,155.81,136.28,75.59,242.37,127.51,151.82001,50.21,75.8,31.13,16.74,48.84,44.59,157.85001,54.76,111.2,72.43,108.68,31.85,127.79,31.22,162.74001,113.71,61.15,322.56,254.50999,160.32001,121.65,86.23,256.06,136.47,74.68,170.66,45.7,137.16,94.53,257.37,93.64,2.35,145.56,80.9,50.84,197.75999,133.0,95.59
2022-09-06,154.53,137.59,73.2,242.22,126.11,152.39,49.85,75.67,31.13,16.52,48.22,44.47,157.12,54.25,110.09,72.16,107.48,31.47,126.72,30.36,163.17999,113.74,61.18,324.07999,254.39,158.53999,116.6,86.42,253.25,134.64999,73.83,169.50999,45.76,135.63,94.1,251.67,93.16,2.37,143.94,80.03,50.75,198.64,132.34,94.95
2022-09-07,155.96001,138.71001,75.48,244.78999,129.48,155.95,49.0,77.58,30.67,16.35,48.63,45.02,155.11,56.26,112.69,73.58,110.48,31.49,127.71,30.65,164.07001,115.9,62.31,328.62,258.42001,160.39,120.55,86.87,258.09,137.14,74.49,173.25,46.13,137.67999,94.61,250.14999,94.47,2.38,143.34,79.95,49.56,200.42,135.74001,94.14
2022-09-08,154.46001,140.52,74.32,245.45,129.82001,157.78999,50.39,77.37,30.7,16.57,49.9,45.37,155.95,57.43,112.33,73.77,109.42,31.51,128.47,30.75,165.39,118.6,62.12,330.07001,260.07999,162.06,119.27,87.42,258.51999,139.89999,74.65,172.67,47.08,137.86,95.62,252.0,95.94,2.43,144.13,80.24,49.39,200.71001,136.42999,94.91
2022-09-09,157.37,141.42,75.66,247.69,133.27,157.52,53.34,78.26,31.69,16.53,50.67,45.77,159.97,58.39,115.18,74.04,111.78,31.89,129.19,31.46,165.71001,119.17,62.32,335.85001,259.51999,169.14999,123.1,87.34,264.45999,143.87,75.91,173.22,47.84,139.96001,97.06,254.07001,98.04,2.55,145.59,81.53,50.68,205.2,136.84,96.5
2022-09-12,163.42999,142.24001,78.44,237.62,136.45,158.72,54.54,78.73,32.13,16.64,50.87,46.4,162.5,59.55,116.39,75.32,111.87,32.45,130.66,31.56,165.64,120.58,62.5,338.42001,260.37,168.96001,124.25,88.16,266.64999,145.05,77.08,173.89999,47.76,141.10001,97.66,254.89,99.31,2.64,145.03999,82.15,50.92,206.63,138.07001,97.61
2022-09-13,153.84,138.53,74.9,226.86,126.82,147.31,52.18,77.0,31.77,16.09,49.0,44.11,159.41,56.65,111.76,70.84,105.31,31.63,127.25,29.29,161.33,116.39,60.47,325.44,254.33,153.13,120.47,86.28,251.99001,131.31,76.04,167.41,46.19,138.17999,94.02,253.64,96.38,2.54,140.23,78.81,49.71,199.67,135.22,95.33
2022-09-14,155.31,139.55,74.98,228.12,128.55,149.25999,52.02,77.82,32.08,16.11,48.43,43.96,163.27,55.81,112.5,70.03,105.87,31.2,127.69,29.18,164.66,116.12,60.79,325.85001,255.72,151.47,117.53,86.95,252.22,131.28,72.12,168.67999,46.15,138.50999,93.7,253.99001,96.42,2.55,141.47,79.66,51.21,199.41,134.92,97.67
2022-09-15,152.37,142.50999,73.98,227.66,126.28,149.78,51.68,76.32,31.5,15.61,48.44,43.29,160.62,55.13,110.77,68.91,103.9,31.02,125.49,28.84,165.08,117.87,59.53,316.95999,253.47,149.55,116.42,86.75,245.38,129.28999,70.24,165.88,45.94,137.44,94.04,249.78999,96.67,2.63,140.45,77.98,50.06,195.37,133.47,94.83
