DATE,AAPL,ABBV,ALV,AMGN,AMZN,BA,BHP,BKH,BP,BSAC,C,CSCO,CVX,DD,DIS,GE,GOOG,GSK,IBM,INTC,JNJ,JPM,KO,MA,MCD,META,MMM,MRK,MSFT,NVDA,ORCL,PEP,PFE,PG,PM,ROG,RY,SAN,TM,TSM,TTE,V,WMT,XOM
2019-01-02,157.92,89.23,70.41,191.89999,1539.13,323.81,47.86,61.27,38.59,29.96,53.53,42.95,110.69,54.52,108.97,8.05,1045.84998,37.88,115.21,47.08,127.75,99.31,46.93,189.74001,176.06,135.67999,190.95,75.59,101.12,136.22,45.22,109.28,43.25,91.28,67.31,100.02,68.92,4.51,116.28,36.52,52.79,132.92,93.34,69.69
2019-01-03,142.19,86.29,67.97,188.98,1500.28003,310.89999,46.39,61.73,38.81,29.71,52.56,41.07,108.57,52.51,106.33,8.06,1016.06,37.83,112.91,44.49,125.72,97.11,46.64,181.17999,174.89999,131.74001,183.75999,74.04,97.4,127.99,44.78,108.26,42.04,90.64,66.44,93.83,68.63,4.55,114.65,34.36,52.91,128.13,92.86,68.62
2019-01-04,148.25999,89.07,70.44,195.44,1575.39001,327.07999,49.22,62.79,40.03,30.54,55.13,42.92,110.82,54.73,109.61,8.23,1070.70996,38.62,117.32,47.22,127.83,100.69,47.57,189.75999,178.28,137.95,191.32001,76.27,101.93,136.19,46.71,110.48,43.0,92.49,69.55,98.12,70.32,4.72,119.73,34.97,54.46,133.64999,93.44,71.15
2019-01-07,147.92999,90.37,71.39,198.07001,1629.51001,328.10999,49.48,62.6,40.16,30.08,55.61,43.21,112.26,54.76,110.56,8.74,1068.39001,38.81,118.15,47.44,127.01,100.76,46.95,191.22,180.22,138.05,190.88,75.43,102.06,143.39999,47.45,109.53,43.23,92.12,67.42,100.88,70.61,4.78,121.28,35.23,54.36,136.06,94.54,71.52
2019-01-08,150.75,90.79,75.12,200.61,1656.57996,340.53,49.33,63.64,40.03,30.41,55.46,43.56,111.77,55.39,111.42,8.56,1076.28003,39.06,119.83,47.74,129.96001,100.57,47.48,192.28,180.60001,142.53,191.67999,75.99,102.8,139.83,47.88,110.58,43.43,92.46,67.87,102.69,70.6,4.81,122.31,34.94,54.19,136.8,95.2,72.04
2019-01-09,153.31,87.81,77.09,200.37,1659.42004,343.82999,49.6,62.54,40.36,30.57,56.38,43.32,113.27,55.62,112.67,8.5,1074.66003,39.2,120.69,48.01,128.92999,100.4,46.57,195.77,180.28999,144.23,192.3,75.41,104.27,142.58,47.78,107.49,43.34,90.95,67.91,106.56,72.44,4.82,122.92,35.61,55.38,138.41,94.89,72.42
2019-01-10,153.8,88.2,77.35,202.67999,1656.21997,352.60999,47.54,63.88,40.7,30.58,56.44,43.24,113.45,55.68,112.8,8.94,1070.32996,39.36,121.79,48.56,129.71001,100.39,47.07,196.95,181.55,144.2,193.60001,74.48,103.6,145.23,47.82,108.15,42.31,91.17,68.15,111.63,72.95,4.88,124.49,36.42,54.96,138.67,94.96,72.05
2019-01-11,152.28999,88.31,76.01,200.56,1640.56006,352.89999,47.2,63.61,40.24,30.94,56.69,43.49,112.54,55.28,112.65,8.94,1057.18994,39.38,121.46,48.93,129.75,99.91,47.34,195.89999,182.37,143.8,192.21001,74.9,102.8,148.83,48.29,108.16,42.88,91.77,69.5,113.04,72.79,4.9,125.07,36.61,53.89,138.06,94.84,71.72
2019-01-14,150.0,84.76,76.53,196.78,1617.20996,350.35999,47.14,62.19,40.42,30.89,58.93,43.21,111.72,55.38,112.42,8.9,1044.68994,38.61,120.39,48.35,128.28,100.94,47.15,195.42999,181.22,145.39,192.17,73.37,102.05,150.44,48.18,107.32,42.37,91.15,69.62,114.12,72.88,4.89,125.39,35.76,54.3,137.10001,94.95,71.63
2019-01-15,153.07001,85.5,78.18,199.38,1674.56006,352.23999,47.53,63.77,40.24,30.93,61.38,44.02,112.12,55.01,111.76,8.73,1077.15002,39.05,121.73,48.6,129.36,101.68,47.57,196.52,181.02,148.95,188.94,74.5,105.01,149.87,48.38,108.99,42.73,92.01,70.5,111.75,73.32,4.87,126.28,36.04,53.81,137.34,96.25,71.67
2019-01-16,154.94,85.55,77.64,198.89,1683.78003,352.06,47.34,64.24,40.12,31.3,62.19,43.96,111.4,55.4,110.91,8.98,1080.96997,38.41,121.62,48.13,128.03999,102.5,46.92,197.77,179.35001,147.53999,189.48,74.61,105.38,148.84,48.06,108.34,42.11,91.37,70.75,110.88,73.83,4.92,125.66,35.64,53.6,137.34,96.35,71.64
2019-01-17,155.86,87.2,77.78,201.92,1693.21997,359.09,47.85,64.78,40.13,31.34,62.47,44.21,111.96,57.04,111.01,9.14,1089.90002,38.98,122.19,48.47,129.09,102.92,47.06,199.31,181.11,148.3,191.71001,75.6,106.12,151.72,48.58,109.22,42.47,90.64,72.52,111.98,74.18,4.87,124.92,36.29,53.76,137.28,96.74,72.13
2019-01-18,156.82001,89.5,79.51,203.88,1696.19995,364.73001,48.04,65.65,40.76,31.7,63.12,45.03,114.37,58.06,111.04,9.06,1098.26001,39.06,123.82,49.19,130.69,104.59,47.61,202.0,182.57001,150.03999,195.86,75.87,107.71,156.92999,49.27,110.07,42.53,91.42,73.79,115.36,74.32,4.97,125.35,36.84,54.56,138.5,97.73,72.99
2019-01-22,153.3,88.66,76.8,201.98,1632.17004,357.89999,46.37,65.7,40.08,31.36,61.85,44.78,112.34,56.24,110.6,8.66,1070.52002,38.97,122.52,48.27,128.8,102.94,47.72,199.46001,184.57001,147.57001,192.25999,75.83,105.68,148.77,48.94,109.91,42.27,90.44,72.81,112.13,74.91,4.88,123.6,36.37,53.48,138.05,97.49,71.89
2019-01-23,153.92,88.45,76.53,201.56,1640.02002,358.60999,46.53,65.59,40.12,31.8,62.13,45.46,111.39,56.43,111.12,8.73,1075.56995,39.07,132.89,47.94,128.8,102.68,48.27,198.35001,186.09,144.3,192.28999,75.44,106.71,149.28999,49.24,110.73,42.16,94.84,74.0,110.73,73.91,4.94,122.47,36.49,52.95,137.00999,98.71,71.3
2019-01-24,152.7,85.88,78.31,200.97,1654.93005,358.26999,46.62,65.03,40.11,31.78,62.71,45.61,113.51,56.33,110.55,8.78,1073.90002,38.37,132.53,49.76,127.03,102.74,47.69,199.78999,187.37,145.83,192.52,73.17,106.2,157.84,49.2,109.5,40.95,94.3,71.55,116.14,74.08,4.93,122.83,37.64,53.34,137.7,98.36,71.4
2019-01-25,157.75999,80.54,80.97,198.77,1670.56995,364.20001,48.21,64.5,40.11,31.95,64.02,46.13,113.22,57.76,111.09,9.16,1090.98999,38.42,133.97,47.04,128.23,103.39,47.37,202.94,184.0,149.00999,195.89999,72.95,107.17,160.14999,49.8,109.35,40.64,93.6,72.73,120.69,74.89,5.02,123.72,38.14,54.21,138.67,96.94,71.72
2019-01-28,156.3,77.14,82.38,191.95,1637.89001,362.97,48.21,65.21,39.57,31.82,63.85,45.75,112.17,58.13,110.81,8.93,1070.07996,38.44,134.27,46.71,128.99001,103.88,47.17,200.16,183.60001,147.47,193.2,72.92,105.08,138.00999,49.52,108.82,39.53,93.52,74.35,120.25,75.0,4.98,122.48,37.44,53.59,135.99001,97.06,71.24
2019-01-29,154.67999,77.47,77.61,192.11,1593.88,364.91,49.11,65.52,40.2,32.0,63.21,45.96,111.83,58.52,110.9,8.9,1060.62,38.72,134.33,46.54,130.33,104.17,47.4,199.24001,182.17,144.19,196.95,73.23,102.94,131.60001,49.61,109.0,40.77,93.54,74.41,121.25,75.21,4.95,122.27,36.33,54.07,135.0,96.71,71.51
2019-01-30,165.25,79.06,79.25,184.86,1670.43005,387.72,50.73,66.99,40.67,31.97,64.22,46.71,113.01,59.28,110.13,9.1,1089.06006,38.71,134.38,47.54,131.64,104.41,47.86,204.02,181.77,150.42,199.27,73.37,106.38,137.39,50.36,110.82,41.58,94.52,74.48,124.1,76.08,4.8,123.04,37.38,54.17,137.60001,94.8,72.29
2019-01-31,166.44,80.29,79.85,187.11,1718.72998,385.62,51.19,67.89,41.12,32.34,64.46,47.29,114.65,53.81,111.52,10.16,1116.37,39.2,134.42,47.12,133.08,103.5,48.13,211.13,178.78,166.69,200.3,74.43,104.43,143.75,50.23,112.67,42.45,96.47,76.72,126.91,76.18,4.74,123.17,37.62,54.73,135.00999,95.83,73.28
2019-02-01,166.52,80.5,78.52,187.07001,1626.22998,387.42999,51.09,67.08,41.34,32.29,63.67,47.34,118.37,53.47,111.3,10.19,1110.75,39.2,134.10001,48.73,134.2,103.88,48.7,213.77,176.72,165.71001,199.16,76.45,102.78,144.73,50.81,112.19,42.88,97.47,75.73,129.14,76.54,4.66,122.0,37.57,55.31,140.14999,93.86,75.92
2019-02-04,171.25,78.53,77.5,186.17999,1633.31006,397.0,51.12,66.94,41.39,32.57,64.06,47.35,119.74,53.13,111.8,10.21,1132.80005,39.14,135.19,49.22,132.88,104.25,49.25,214.91,177.55,169.25,200.21001,76.87,105.74,149.17999,51.03,113.09,42.44,98.03,76.05,129.25999,76.73,4.65,122.9,37.94,55.51,141.5,94.77,74.82
2019-02-05,174.17999,79.69,77.42,188.31,1658.81006,410.17999,51.15,67.14,42.82,32.62,63.81,47.26,119.48,54.26,112.66,10.63,1145.98999,39.45,135.55,50.01,132.88,103.79,49.26,215.86,177.57001,171.16,201.12,77.15,107.22,149.95,51.24,112.9,42.11,97.44,75.81,128.41,77.1,4.71,123.47,38.25,55.89,142.53,95.6,75.59
2019-02-06,174.24001,79.08,77.97,190.75999,1640.26001,411.10999,51.01,66.42,43.04,32.19,63.89,47.48,118.88,53.21,111.41,10.47,1115.22998,40.68,136.32001,49.9,133.0,103.74,49.26,215.3,176.17999,170.49001,202.57001,77.39,106.03,153.0,51.26,113.05,42.33,97.92,75.51,129.92,76.82,4.7,121.05,38.74,55.62,141.49001,95.64,75.26
2019-02-07,170.94,79.17,75.37,184.23,1614.37,405.17001,50.47,67.93,42.7,31.98,62.81,46.7,118.23,52.18,110.95,10.06,1098.70996,40.57,133.19,49.23,132.05,102.38,49.42,213.97,175.28,166.38,199.84,76.82,105.27,147.42,50.22,113.09,41.7,97.14,76.73,125.15,76.29,4.56,118.11,38.12,54.56,140.17,96.73,74.68
2019-02-08,170.41,79.67,73.72,186.0,1588.21997,404.91,50.7,69.43,42.49,31.73,62.01,47.19,117.58,51.71,111.51,9.81,1095.06006,41.09,133.71001,48.84,132.39999,101.36,49.5,216.58,174.75,167.33,199.82001,77.52,105.67,148.17,51.03,113.015,42.23,97.71,79.98,125.43,76.06,4.53,117.31,37.79,55.16,140.38,95.58,73.98
2019-02-11,169.42999,79.77,73.75,185.78999,1591.0,403.95001,50.9,70.31,42.21,31.49,61.61,47.58,116.95,52.0,109.44,10.03,1095.01001,40.23,133.99001,48.77,132.0,100.88,49.61,217.10001,174.25999,165.78999,200.91,76.71,105.25,146.45,51.23,112.97,41.68,98.27,79.05,127.03,75.51,4.52,117.15,38.29,55.15,140.8,96.2,74.1
2019-02-12,170.89,79.93,75.8,188.42999,1638.01001,410.72,51.25,70.42,42.42,31.99,62.67,47.89,118.72,53.36,109.2,9.98,1121.37,40.53,136.05,50.01,134.16,102.6,49.66,218.91,173.97,165.03999,206.57001,78.52,106.89,151.17,51.22,113.79,41.87,99.26,80.6,132.17,76.09,4.54,119.78,38.64,55.61,141.99001,96.97,75.4
2019-02-13,170.17999,80.79,76.38,188.98,1640.0,410.57999,51.66,70.39,42.64,31.55,63.04,47.5,119.57,53.14,110.2,10.37,1120.16003,40.37,137.52,50.47,134.45,103.09,49.79,220.53999,174.14999,164.07001,209.72,79.02,106.81,152.88,51.42,114.12,41.7,99.24,81.3,132.66,76.07,4.53,119.63,38.13,54.88,143.49001,97.94,76.25
2019-02-14,170.8,80.52,76.16,186.67999,1622.65002,409.82001,51.97,69.53,41.87,31.32,62.42,48.4,118.16,52.66,110.66,10.04,1121.67004,40.86,136.48,50.81,134.31,102.42,45.59,219.81,175.87,163.95,204.92999,78.94,106.9,154.53,51.48,112.59,41.97,98.46,81.85,129.61,75.79,4.52,119.25,38.06,55.37,143.16,98.52,76.27
2019-02-15,170.42,80.85,78.23,188.34,1607.94995,417.97,52.76,69.64,42.29,31.68,64.27,49.43,119.35,54.24,112.59,10.09,1113.65002,41.24,138.03,51.66,136.38,105.55,45.24,222.11,179.97,162.5,208.86,79.81,108.22,157.34,51.72,115.91,42.4,98.48,83.46,136.05,76.59,4.64,121.15,38.09,56.29,144.91,99.99,77.71
2019-02-19,170.92999,80.52,79.8,186.97,1627.57996,416.26001,53.2,69.8,42.38,31.56,64.38,49.65,119.31,54.59,113.51,10.13,1118.56006,41.29,138.7,51.4,135.69,105.18,44.83,220.59,179.25,162.28999,208.41,79.24,108.17,156.64,52.02,115.93,42.6,99.99,83.39,135.11,77.07,4.68,121.49,38.46,56.39,144.44,102.2,78.23
2019-02-20,172.03,79.99,82.77,186.92,1622.09998,421.54999,54.17,70.12,42.48,31.77,64.64,49.63,120.28,56.24,113.68,10.1,1113.80005,41.36,138.0,51.39,136.35001,105.69,45.1,221.11,180.49001,162.56,208.53,79.43,107.15,158.55,51.77,115.83,42.2,99.28,85.04,136.59,78.02,4.71,122.79,39.0,56.36,144.73,99.88,78.53
2019-02-21,171.06,78.75,79.32,185.5,1619.43994,417.57999,53.39,70.37,42.29,31.79,64.32,49.41,119.14,55.26,114.29,10.03,1096.96997,40.54,137.84,51.41,135.42,105.47,45.86,219.31,182.81,160.03999,207.77,79.83,109.41,155.77,52.11,116.1,42.14,99.78,85.58,155.74001,77.3,4.66,121.24,38.98,56.09,144.0,99.39,77.82
2019-02-22,172.97,80.02,81.23,187.5,1631.56006,424.04999,54.3,71.19,42.46,32.45,64.14,50.11,119.39,54.97,115.25,10.17,1110.37,40.55,139.25,52.49,136.60001,105.0,45.28,223.32001,183.17,161.89,209.35001,80.77,110.97,159.19,52.48,116.76,42.96,100.25,87.15,153.63,77.39,4.68,121.82,39.39,56.83,145.87,99.55,78.42
2019-02-25,174.23,80.29,82.41,189.81,1633.0,426.87,54.16,70.59,42.51,32.38,64.53,50.79,119.62,56.08,113.59,10.82,1109.40002,40.49,139.46001,53.1,136.2,106.1,44.94,223.32001,182.61,164.62,210.58,80.38,111.59,158.69,52.56,116.06,43.08,99.57,86.6,155.16,77.59,4.74,122.41,39.58,56.49,146.06,99.12,78.5
2019-02-26,174.33,80.51,82.68,190.08,1636.40002,426.76999,54.48,70.69,42.52,32.5,64.12,51.18,119.94,55.88,113.5,10.66,1115.13,40.5,139.72,53.23,136.11,105.29,44.69,224.0,183.21001,164.13,209.38,80.74,112.36,157.10001,52.6,115.97,43.02,99.83,86.51,158.92999,77.94,4.75,123.23,39.6,56.66,147.03999,98.69,78.66
2019-02-27,174.87,79.41,83.27,191.42,1641.08997,435.44,54.28,71.04,42.84,32.4,64.4,51.59,120.08,54.72,112.78,10.88,1116.05005,40.46,139.17,53.24,135.87,105.16,44.94,224.57001,183.36,162.81,209.03,80.62,112.17,155.41,52.38,115.37,42.93,98.91,87.27,155.38,78.47,4.79,122.32,39.45,56.7,147.22,98.11,79.47
2019-02-28,173.14999,79.24,81.81,190.08,1639.82996,439.95999,52.9,70.98,42.65,31.65,63.98,51.77,119.58,53.23,112.84,10.39,1119.92004,40.36,138.13,52.96,136.64,104.36,45.34,224.77,183.84,161.45,207.39,81.29,112.03,154.25999,52.13,115.64,43.35,98.55,86.94,155.25,78.18,4.86,121.04,39.05,56.91,148.12,98.99,79.03
2019-03-01,174.97,80.1,82.76,191.16,1671.72998,440.62,52.51,71.95,42.58,31.37,64.47,51.41,122.03,53.34,114.01,10.27,1140.98999,40.39,139.2,53.3,138.35001,104.43,45.38,227.25,185.05,162.28,207.49001,81.65,112.53,156.45,52.51,116.18,43.36,98.44,87.51,160.10001,77.81,4.86,120.34,39.39,57.21,149.47,97.93,80.0
2019-03-04,175.85001,79.46,82.87,189.78,1696.17004,432.69,52.79,72.0,42.64,31.77,63.75,51.16,122.12,54.25,114.33,10.38,1147.80005,40.28,138.42999,53.94,138.48,104.19,45.65,226.28999,180.59,167.37,206.86,81.37,112.26,156.78,52.04,116.17,43.07,98.87,87.28,157.84,77.74,4.79,118.42,39.15,57.54,147.96001,97.85,80.31
2019-03-05,175.53,78.91,82.86,188.82001,1692.43005,430.12,52.89,71.88,42.74,31.55,62.93,51.3,123.29,53.68,114.0,9.89,1162.03003,40.36,137.88,53.68,138.77,104.11,45.6,226.22,181.35001,171.25999,203.84,81.7,111.7,156.52,52.36,116.03,42.89,99.09,86.98,155.06,77.75,4.8,118.26,39.02,57.83,147.95,98.34,80.19
2019-03-06,174.52,78.09,80.41,183.14999,1668.94995,424.45999,53.23,72.09,42.7,31.44,62.51,51.67,123.53,54.47,114.85,9.11,1157.85999,40.19,136.98,52.95,139.09,103.72,45.45,224.47,182.03,172.50999,202.8,80.76,111.75,152.05,52.35,116.66,41.86,98.93,87.02,154.63,77.23,4.86,117.98,38.79,57.55,147.81,98.26,79.28
2019-03-07,172.5,78.24,78.22,181.46001,1625.94995,422.56,51.89,72.33,42.63,30.88,61.9,51.29,121.94,54.52,114.01,9.45,1143.30005,40.12,135.36,52.6,138.24001,102.97,45.28,222.41,180.52,169.13,199.86,80.45,110.39,149.25999,52.58,116.1,41.39,98.55,86.97,148.85001,76.67,4.62,117.24,38.63,57.1,146.83,97.45,80.16
2019-03-08,172.91,77.58,76.77,180.87,1620.80005,422.54001,51.65,72.81,42.25,30.77,62.06,51.07,121.62,54.68,113.81,9.58,1142.31995,40.12,135.09,52.48,138.06,103.01,44.84,221.87,179.5,169.60001,200.89,79.8,110.51,150.64,52.77,115.23,40.89,98.41,87.45,148.17999,76.72,4.6,117.71,38.2,56.64,147.35001,97.59,79.01
2019-03-11,178.89999,78.08,78.2,184.14,1670.62,400.01001,52.13,73.24,42.33,30.88,62.31,51.92,123.62,55.58,114.75,9.9,1175.76001,40.08,137.71001,53.35,138.56,104.35,46.18,225.64,181.08,172.07001,207.10001,80.87,112.83,161.14,52.66,116.59,41.5,99.58,89.24,158.45,76.92,4.66,119.13,38.64,56.93,150.67,98.48,79.78
2019-03-12,180.91,78.74,77.58,184.17999,1673.09998,375.41,52.28,73.0,42.46,30.91,62.81,52.15,123.9,55.57,114.73,9.76,1193.19995,40.05,138.28,53.57,139.17999,104.04,46.05,226.94,181.83,171.92,205.8,81.23,113.62,162.52,52.8,116.57,41.73,100.05,88.8,158.50999,76.91,4.69,118.76,38.9,56.89,151.73,98.37,80.0
2019-03-13,181.71001,78.93,77.73,187.35001,1690.81006,377.14001,52.81,72.72,43.83,31.19,63.65,52.59,124.67,55.9,114.09,10.02,1193.31995,40.35,138.56,54.37,139.41,104.39,46.22,228.5,182.06,173.37,206.66,81.6,114.5,168.62,53.06,116.58,42.01,101.18,89.5,157.78,77.34,4.82,119.31,39.21,58.35,152.47,99.03,80.71
2019-03-14,183.73,79.95,76.68,187.75999,1686.21997,373.29999,52.2,72.69,43.95,30.96,64.11,52.74,124.6,55.03,114.48,10.3,1185.55005,40.43,138.78999,53.44,138.02,105.34,45.7,229.50999,182.74001,170.17,207.38,81.49,114.59,165.56,53.05,115.5,41.19,101.32,89.79,154.49001,77.11,4.84,117.7,38.82,58.37,154.2,98.22,80.44
2019-03-15,186.12,81.34,78.67,191.24001,1712.35999,378.98999,52.12,73.02,43.87,31.05,65.19,53.2,125.31,55.28,114.96,9.96,1184.45996,40.63,139.42999,54.33,137.60001,106.55,45.3,231.17,185.33,165.98,208.08,81.57,115.91,169.81,52.94,115.66,41.78,102.44,90.85,155.53999,77.64,4.93,118.97,39.65,57.82,155.46001,98.42,80.15
2019-03-18,188.02,80.65,78.58,191.31,1742.15002,372.28,53.02,72.74,44.24,31.21,65.93,53.51,125.88,55.21,113.12,10.2,1184.26001,40.49,140.21001,54.1,137.17,107.19,45.41,230.39,183.95,160.47,208.49001,81.35,117.57,168.95,53.46,117.27,41.81,101.51,90.73,158.13,78.02,5.01,119.51,39.85,58.65,154.96001,99.66,81.08
2019-03-19,186.53,80.82,78.74,191.49001,1761.84998,373.42999,52.84,71.85,44.47,30.81,65.63,53.31,125.28,55.08,110.0,10.19,1198.84998,40.45,140.49001,54.17,138.44,106.8,45.56,231.00999,183.11,161.57001,209.02,81.91,117.65,175.71001,54.04,118.09,42.3,101.9,90.5,156.55,77.91,5.04,119.73,39.76,57.69,154.59,99.85,80.87
2019-03-20,188.16,80.43,76.84,191.12,1797.27002,376.16,53.39,71.39,44.53,30.71,64.3,53.26,124.69,55.01,109.99,10.22,1223.96997,40.81,139.60001,53.82,137.28999,104.52,45.53,229.89,184.97,165.44,208.3,82.08,117.52,174.39999,52.64,118.32,42.17,101.72,90.74,155.53999,77.43,4.98,119.67,39.85,57.92,153.75,98.64,81.32
2019-03-21,195.09,81.24,77.32,191.89,1819.26001,372.70001,53.69,72.65,44.53,30.47,63.91,53.94,125.86,55.92,108.66,10.27,1231.54004,41.24,141.44,54.64,138.10001,102.87,45.51,235.87,186.37,166.08,209.61,82.95,120.22,183.94,54.04,119.44,42.35,102.49,91.91,159.74001,76.65,4.89,120.44,41.04,57.5,155.8,99.06,81.79
2019-03-22,191.05,79.76,73.93,186.7,1764.77002,362.17001,52.25,72.87,43.95,29.32,60.98,52.74,123.09,53.92,108.23,9.98,1205.5,41.25,139.45,53.26,136.91,99.76,45.93,230.75999,186.81,164.34,204.66,82.29,117.05,177.5,52.77,120.72,41.85,101.66,91.17,151.25,76.03,4.65,120.22,40.43,56.01,153.07001,98.28,80.48
2019-03-25,188.74001,79.51,74.19,186.59,1774.26001,370.45999,52.71,73.58,43.53,29.28,60.33,52.73,122.89,53.27,107.79,9.88,1193.0,41.21,139.17999,52.78,136.61,98.93,46.03,230.42,185.72,166.28999,203.21001,82.35,117.66,173.78,52.74,120.85,41.89,101.96,88.27,152.5,76.11,4.65,120.49,39.92,55.71,153.03,98.17,79.92
2019-03-26,186.78999,80.76,74.19,188.27,1783.76001,370.38,53.5,74.33,43.82,29.4,61.22,53.23,124.13,53.18,110.14,10.1,1184.62,41.6,140.22,53.44,138.57001,99.92,46.64,233.28999,187.48,167.67999,207.24001,82.92,117.91,176.87,53.28,122.02,42.42,103.02,88.59,155.58,76.73,4.6,121.77,40.4,56.19,155.3,98.32,80.96
2019-03-27,188.47,79.89,73.35,186.32001,1765.69995,374.20999,53.86,74.39,43.59,29.16,60.73,53.14,122.79,52.66,110.28,9.96,1173.02002,41.73,139.24001,53.16,138.7,99.58,46.61,232.52,187.50999,165.87,207.16,82.29,116.77,176.5,52.81,121.89,42.02,102.9,87.03,152.75,76.12,4.67,121.03,40.2,55.74,154.22,97.21,80.34
2019-03-28,188.72,79.96,73.47,187.64999,1773.42004,374.44,54.01,73.43,43.63,29.4,61.98,53.36,123.02,52.72,110.71,9.89,1168.48999,41.87,139.92,53.11,138.88,100.71,46.58,234.86,189.39,165.55,208.53,82.63,116.93,177.25,53.19,121.84,42.29,103.55,87.28,153.72,75.77,4.61,119.07,40.34,55.57,154.67,97.13,80.74
2019-03-29,189.95,80.59,73.53,189.98,1780.75,381.42001,54.67,74.07,43.72,29.75,62.22,53.99,123.18,53.31,111.03,9.99,1173.31006,41.79,141.10001,53.7,139.78999,101.23,46.86,235.45,189.89999,166.69,207.78,83.17,117.94,179.56,53.71,122.55,42.47,104.05,88.39,158.88,75.55,4.63,118.02,40.96,55.65,156.19,97.53,80.8
2019-04-01,191.24001,80.78,76.86,191.77,1814.18994,391.54001,56.0,73.2,44.09,30.53,64.36,54.98,124.94,54.42,112.51,10.1,1194.43005,41.81,143.3,54.51,138.98,104.64,46.72,239.05,188.39,168.7,211.94,83.3,119.02,182.28,54.58,122.0,42.84,103.64,88.2,163.92,76.95,4.8,119.88,41.37,56.22,157.25999,97.82,81.73
2019-04-02,194.02,83.07,76.91,192.42999,1813.97998,390.75,56.11,72.78,44.23,30.16,64.42,55.29,124.93,36.49,111.96,10.24,1200.48999,41.88,143.0,54.36,137.71001,105.14,46.57,239.25999,188.35001,174.2,212.13,83.21,119.19,183.0,54.15,121.68,42.91,103.75,88.01,160.83,77.23,4.78,120.65,41.27,55.96,157.78,96.94,81.38
2019-04-03,195.35001,83.08,79.01,192.92,1820.69995,384.73999,56.3,72.77,44.23,30.43,65.06,55.63,123.89,37.35,112.52,10.1,1205.92004,41.76,143.63,55.48,137.17,105.35,46.18,238.92999,188.35001,173.53999,213.13,83.18,119.97,188.62,54.06,121.56,42.84,103.69,85.81,162.53,77.42,4.85,121.07,41.79,55.86,158.46001,97.19,80.9
2019-04-04,195.69,82.81,79.6,192.33,1818.85999,395.85999,56.18,72.39,44.15,30.74,65.82,55.14,124.8,37.78,114.75,10.03,1215.0,41.69,142.78,55.92,135.57001,105.56,46.48,236.06,189.87,176.02,215.03,81.85,119.36,188.25999,53.82,121.47,42.74,103.43,86.07,165.41,77.45,4.9,122.08,42.04,56.03,157.64,98.11,82.05
2019-04-05,197.0,83.45,78.65,195.41,1837.28003,391.92999,56.33,73.84,44.53,31.1,65.55,55.21,126.42,37.9,115.0,10.01,1207.15002,41.6,143.28,55.6,136.17999,105.31,46.47,236.63,190.71001,175.72,215.41,81.15,119.89,190.95,53.93,121.62,42.99,103.65,85.44,165.88,77.36,4.91,122.54,42.23,56.73,157.64999,98.83,82.49
2019-04-08,200.10001,83.98,79.75,194.88,1849.85999,374.51999,57.13,72.65,45.23,31.22,66.07,55.49,126.68,38.14,114.96,9.49,1203.83997,41.67,143.39,55.68,136.14,105.65,46.55,236.27,189.85001,174.92999,215.02,80.95,119.93,191.78999,53.72,122.0,43.14,104.97,85.31,167.56,77.65,4.93,122.24,42.39,57.06,157.75,99.23,83.0
2019-04-09,199.5,82.69,78.71,192.98,1835.83997,369.04001,56.51,72.59,44.99,30.78,65.2,55.18,125.54,38.22,116.86,9.22,1197.25,41.49,142.11,55.32,135.57001,104.87,46.67,235.91,190.08,177.58,211.96001,80.8,119.28,189.25999,53.83,122.17,42.84,104.66,85.84,163.97,77.37,4.88,122.06,42.21,56.44,157.49001,98.69,81.93
2019-04-10,200.62,82.95,80.26,193.89,1847.32996,364.94,57.0,72.26,45.04,30.71,65.52,55.82,125.49,38.5,117.16,9.16,1202.16003,41.27,143.02,55.75,135.58,105.34,46.64,237.06,189.22,177.82001,212.11,80.82,120.19,192.10001,53.97,122.04,42.73,104.65,85.71,169.46001,77.64,4.91,122.18,42.37,56.78,158.56,99.6,81.56
2019-04-11,198.95,81.77,81.25,192.11,1844.06995,370.16,56.35,72.88,44.87,30.26,65.91,55.6,125.99,38.89,116.6,9.12,1204.62,40.94,143.78,55.8,135.21001,106.23,46.71,236.03999,188.88,177.50999,213.53,79.84,120.33,191.53999,53.79,121.67,42.27,104.75,85.51,165.91,77.66,5.01,121.04,42.1,56.38,157.86,100.8,81.95
2019-04-12,198.87,80.78,83.76,191.42,1843.06006,379.64001,56.83,72.92,44.67,30.51,67.42,56.29,119.76,39.47,130.06,9.0,1217.87,40.6,144.35001,56.42,135.98,111.21,46.74,238.83,191.60001,179.10001,217.42,79.43,120.95,190.00999,54.5,122.23,41.71,105.06,85.77,168.09,78.5,5.09,122.4,42.58,56.34,159.64,101.56,80.92
2019-04-15,199.23,81.03,83.53,191.2,1844.87,375.45999,56.02,72.71,44.67,29.42,67.38,56.56,120.14,38.9,132.03999,8.98,1221.09998,40.77,143.89999,56.28,136.52,109.94,47.0,239.14999,191.85001,179.64999,215.83,78.53,121.05,184.7,54.63,123.66,42.09,105.73,86.19,169.0,78.51,5.09,121.97,42.61,56.36,160.44,102.43,80.65
